,Job Title,Company Name,Location,Salary Estimate,Rating,Job Description,size,founded,type,industry,sector,revenue
11,Data Engineer,Amazon,Remote,"$275,000 /yr (est.)",3.8,"BASIC QUALIFICATIONS
5+ years of experience as a Data Engineer or in a similar role
Bachelor's degree in Computer Science, Engineering, Mathematics, or a related technical discipline.
4+ years of industry experience in Software Development, Data Engineering, Business Intelligence, Data Science, or related field with a track record of manipulating, processing, and extracting value from large datasets.
PREFERRED QUALIFICATIONS
Masters in computer science, mathematics, statistics, economics, or other quantitative fields.",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
12,Data Scientist,Infologitech,Remote,$85.00 /hr (est.),4.3,"Qualifications:
-10+ years experience with R, SQL, Python, or other data science programming languages; OR Master's/PhD degree and 5+ years experience
Skills
Data science, artificial intelligence and machine learning projects Required 3 Years
Data Analysis Tools - Python, R, RStudio, Jupyter Notebooks, SQL, Tableau Required 3 Years
Building and Training Machine Learning Models Required 3 Years
Database management Nice to have 3 Years",1 to 50 Employees,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),-1
13,Junior Data Scientist,Acima,"Draper, UT","$80,000 /yr (est.)",3.7,"ACIMA
Acima Credit is a young and dynamic leasing company that provides consumers financing options for life necessities that otherwise would not be available to them. We help with financing options from tires/wheels to furniture and appliances. Acima blends the use of innovative online technology with a fast and easy application process for thousands of retailers nationwide. Customers love us because we make the impossible possible. Retailers love us because we make it easy for them.
Summary:
We are looking for a developing data scientist that is interested in applying their understanding of machine learning techniques and statistics to analyze our many complex datasets. They will be nose deep in interesting payment, behavioral, credit, fraud, and economic datasets, to name a few. The insights gleaned and models trained from the analyses done on these datasets can quickly change the course of the company.",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable
14,Data Science Analytics Deveoper,Capgemini,"New York, NY","$113,281 /yr (est.)",3.8,"Data Science Analytics Developer
FT Base+Bonus+Benefits- New York Based
Job Responsibilities
Data Science Analytics Developer Lead Skills required Experienced professional with 10 12 years of experience developing and implementing statistical models in Big Data ecosystem i e Hadoop Spark HBase Hive Impala or any other similar distributed computing technology Proficiency with Python R and basic libraries for statistical econometric modeling such as scikit learn pandas
Experienced in Hadoop Spark HDFS Python R PySpark and other leading technologies Proficiency with DataIku or similar tools Proficiency in data analysis using complex and optimized SQL and or above mentioned technologies Understanding of data architecture structures data modeling and database design and performance management",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
15,Data Scientist,Openmind Technologies,"Vacaville, CA",$57.50 /hr (est.),-1,"Duration: 6 months
Job Responsibilities include (but are not limited to):
Responsible for executing data engineering/analysis tasks, and writing reports to support data analysis solutions or model validation
Responsible for coordinating technical meetings and supporting process experts to translate a problem from the process/equipment domain into data engineering or analysis domain
Identifies opportunities for data science to overcome technology challenges
Skills
Some knowledge of statistical process control and data analysis techniques
Have experience working with equipment in the laboratory, pilot plant, or manufacturing settings
General knowledge of the underlying scientific principles applied to the development and manufacture of biopharmaceuticals.
Some understanding of the following software: R and/or Python
Understanding machine learning or experience in first principal modeling is a plus",-1,-1,-1,-1,-1,-1
16,Data Scientist,"3G Federal Solutions, LLC",Remote,"$115,000 /yr (est.)",-1,"Tasks (illustrative) – Forecasts and models to inform system capacity planning, including controlling for demographic- or health-related limiting factors; analysis of key performance indicators; throughput analyses; policy impact evaluations
Required Skills (Mathematicians) – Bayesian statistics, Probability theory, linear algebra, combinatorics, graph theory, numerical analysis, moving averages
Required Skills (Data Scientists) – Predictive analytics, ARIMA forecasting, timeseries analyses, linear/non-linear optimization, simulation techniques (e.g., Arena, Monte Carlo); anomaly detection, text distance, geospatial analyses, database modeling (relational and non-relational)
Job Type: Full-time",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
17,Data Mentor (Part-time),Pathrise,Remote,$45.00 /hr (est.),4.6,"What is Pathrise?
Pathrise (YC W18) connects job seekers across North America to world class industry mentorship and career coaching to help them land a new career. The program is free upfront and our customers pay us back when they’re hired.

Built around aligned incentives, we help build equity in the job search process by providing 1-on-1 mentorship, training, and a platform to uplift job seekers and ultimately, help them fulfill their hopes, ambitions, and livelihoods. We’ve already helped more than a thousand fellows land meaningful jobs, and helped them earn over $100M in salary.

Last year, we raised our Series A and there is even more exciting growth on the horizon. In 2022, we have already expanded from 6 to 14 industries, launched a tiered pricing system with differentiated product offerings, and much more.",51 to 200 Employees,2017,Company - Private,Education & Training Services,Education,$1 to $5 million (USD)
18,Data Science Associate (Remote),pulseData,"New York, NY","$59,834 /yr (est.)",5.0,"pulseData is changing the way healthcare data is utilized within major healthcare sectors. As a series A health-tech startup, we provide the insights necessary for medical staff to understand who has and is at risk of major chronic illnesses. We have rooted ourselves within the Kidney space, and have the capabilities of bringing our approach to many more patient populations given our capabilities.

We recently raised $16.5M in our series A and are growing fast. This means we are onboarding brilliant people and providing endless areas for our employees to grow their careers. We believe in trust and transparency, and enjoy a remote friendly working environment that promotes collaboration and diversity.
The Role:
In your role as a Data Science Associate, you will use machine learning to deliver insightful and actionable intelligence and predictive solutions to our team to improve Healthcare growth in our business. You will gain experience understanding healthcare and developing data driven solutions to improve care delivery, while working closely with other team members of our Data Science and engineering team to deliver value to our business partners. Aside from supporting our data science model creation and data teams, you'll also assist the product team with growth opportunities.",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
19,Data Scientist - Personalization,Audible,"Newark, NJ","$85,503 /yr (est.)",4.0,"Job summary
Good storytelling starts with great listening. At Audible, that means each role and every project has our audience in mind. Because the same people who design, develop, and deploy our products also happen to use them. To us, that speaks volumes.

ABOUT THE ROLE
Hey – there’s a revolution going on! A revolution in digital entertainment. Every day millions of people around the world choose to be more thoughtfully entertained, informed and educated by listening to fascinating stories and all forms of fictional and non-fictional content. Want to shape the future of this innovation through statistics and machine learning? If so, this may be a great fit for you!

As Data Scientist - Personalization, you will make the best of your skillset in predictive modeling to explain, quantify, predict and prescribe in support of informing critical business decisions. You will translate business goals into agile, insightful analytics. You will seek to create value for both stakeholders and customers, and will inform findings in a clear, actionable way to managers and senior leaders.

ABOUT THE TEAM
The Audible Data Science Team partners with marketing, content, product, and technology partners to solve business and technology problems using scientific approaches to build product and services that surprise and delight our customers. We employ scalable cutting-edge machine learning (ML), deep learning (DL), and Natural Language Processing (NLP) knowledge to better target customers and prospects, understand and personalize the content, and context needed to optimize their book-listening experience. We operate in an agile environment in which we own and collaborate on the life cycle of research, design, and model development of relevant projects.

We are looking for motivated, results-oriented Data Scientist with strong rigor and demonstrable skills in Machine Learning, Deep Learning, Natural Language Processing, data mining and/or large-scale distributed computation.

As a Data Scientist - Personalization, you will...

Basic Qualifications

Preferred Qualifications

ABOUT AUDIBLE
At Audible, we innovate and inspire through the power of voice. We're changing the narrative on storytelling. As a leading creator and provider of premium audio storytelling, we've redefined the ways people access, discover, and share stories. The stories we tell have the ability to transport and transform everyday moments into meaningful experiences and it's our people who make Audible's service possible. We're listeners, storytellers, and problem-solvers. Our perspectives and experiences power our ideas and come together in our mission to unleash the power of the spoken word. Audible offers a Hub+Home hybrid workplace model that gives employees flexibility between gathering in a common office space (work from hub) and remote work (work from home). Some teams will work mostly at hub, some mostly at home and others hybrid. For more information, please visit adbl.co/hybrid.

Audible is committed to a diverse and inclusive workplace. Audible is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",1001 to 5000 Employees,1995,Subsidiary or Business Segment,Film Production,Media & Communication,Unknown / Non-Applicable
20,Advanced Data Engineer,Kroger,Remote,"$135,196 /yr (est.)",3.1,"POSITION SUMMARY
Accountable for leading activities that create deliverables to guide the direction, development, and delivery of technological responses to targeted business outcomes. Provide facilitation, analysis and design tasks required for the development of an enterprise's data and information architecture, focusing on data asset for the enterprise. Develop reusable standards, design patterns, guidelines, and configurations to evolve the technical infrastructure related to data and information across the enterprise, including direct collaboration with 84.51. Demonstrate the company’s core values of respect, honesty, integrity, diversity, inclusion and safety.
ESSENTIAL JOB FUNCTIONS:",10000+ Employees,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),-1
21,Software Engineer - Data Science,Datadog,"New York, NY","$120,117 /yr (est.)",4.2,"The Data Science team designs and builds algorithmically driven features in the Datadog app. We work across a range of applications, primarily focusing on analysis on streaming data such as anomaly detection, error outliers and faulty deployment analysis. As a Software Engineer on the Data Science team, you will design, build and scale the backend systems that power our growing suite of Watchdog products. You will be working on large-scale distributed systems, horizontally-scalable datastores and a variety of data-processing frameworks to build our next-generation platform and capabilities for Data Science at Datadog.
At Datadog, we place value in our office culture - the relationships that it builds, the creativity it brings to the table, and the collaboration of being together. We operate as a hybrid workplace to ensure our employees can create a work-life harmony that best fits them.",1001 to 5000 Employees,2010,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
22,Data Scientist,Motivated Leads,Remote,"$240,000 /mo (est.)",-1,"Data Scientist with Digital Space Experience
We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights.
In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research.
Your goal will be to help our company analyze trends to make better decisions.
Compensation:",-1,-1,-1,-1,-1,-1
23,Data Engineer,WALTLabs.io,Remote,"$110,000 /yr (est.)",-1,"WALTLabs.io is looking for an experienced and talented Data Engineer. The data engineer will be responsible for designing and building data pipelines within the GCP Ecosystem. This position will be partly client-facing.
Responsibilities
Build data systems and pipelines
Evaluate business needs and objectives
Prepare data for prescriptive and predictive modeling
Combine raw information from different sources
Daily delivery of work inside JIRA",-1,-1,-1,-1,-1,-1
24,"Instructor, Data Science",Bloom Institute of Technology,Remote,"$110,000 /yr (est.)",3.7,"We started Bloom Institute of Technology because we believe that the “traditional” model of higher education is broken. Every year, people as young as 17 years old take on tens of thousands of dollars in student debt and pray that the education they’re investing in will land them on a job on the other side.
‍
Unfortunately, traditional colleges and universities have no incentive to ensure their graduates get hired – they get paid regardless.
‍
At BloomTech, we believe there is a better way to approach education.

Instead of asking our students to bet on us, we bet on them first. This paradigm-shifting model allows us to align the incentives of the school with the incentives of our students – and we all win when our graduates succeed.
‍",51 to 200 Employees,2017,Company - Private,Education & Training Services,Education,Unknown / Non-Applicable
25,Data Scientist,Sia Partners,"New York, NY","$117,500 /yr (est.)",4.0,"Company Description

Sia Partners is a next-generation consulting firm focused on delivering superior value and tangible results to its clients as they navigate the digital revolution. Our global footprint and expertise in more than 40 sectors and services allow us to enhance our clients’ businesses worldwide. We guide their projects and initiatives in strategy, business transformation, IT & digital strategy, and Data Science.
WHY JOIN THE SIA VILLAGE?
Excellence | Entrepreneurship | Innovation | Teamwork | Care & Support | Employee Wellbeing
These are the six core values that guide all our actions. As an expression of our values, our Sia Village concept describes our commitment to fostering a sense of community within and among our offices. We believe that knowledge sharing is the key, not only to innovation, but to the growth and development of our people.",1001 to 5000 Employees,1999,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD)
26,Data Analyst,"Iver Solutions, LLC","Seattle, WA",$71.00 /hr (est.),2.3,"IBM/TikTok
Data Analyst
Location: Candidate needs to be in Los Angeles, Mountain View, CA or Seattle, WA location (NO REMOTE)
Duration:
Start Date: ASAP
For this Data Analyst position, looking for Sr resource who can lead the team and MUST have Digital Advertisement experience in social media company.",Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
27,Data Scientist II - 100% Remote,Radian,Maryland,"$123,648 /yr (est.)",4.2,"See yourself at Radian? We see you here too.
At Radian, we see you. For the person you are and the potential you hold. That’s why we’ve embraced a new way of working that lets our people across the country be themselves, be their best and be their boldest. Because when each of us is truly seen, each of us gives our best – and at Radian, we’ll give you our best right back.
See Yourself as a Data Scientist II
The Data Scientist II proactively uses predictive analytics and innovative machine learning models to create value from data. You will participate in designing, developing and evolving high quality, extensible modeling solutions and interpretation of results using a variety of techniques ranging from simple data aggregation to complex data mining, alogorithm development, and statistical analysis. You will design and develop inventive solutions to drive innovation and delivery of organizational value. You’ll synthesize large datasets and solve complex problems through the use of advanced machine learning and statistical modeling. You’ll work in a highly collaborative, team environment, collaborating with multiple stakeholders. You will assist management in the communication of insights and the implementation of impactful data science solutions across the organization.",1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD)
28,Data Scientist,Dataworks,Remote,"$122,500 /yr (est.)",-1,"Data Scientist
United States - Remote
Competitive Salary plus Benefits and Bonus
TECH STACK: Python / R, SQL, PowerBI / Tableau, AWS / GCP
This is an exciting opportunity to join one of the fastest growing tech companies in the US, they are looking for an experienced Data Scientist whose role will be to provide key insights to business problems and work on predictive and machine learning algorithms through to deployment.
ABOUT THE COMPANY",1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
29,Data Science and Signal Engineer I,Medtronic,"Northridge, CA","$122,500 /yr (est.)",4.1,"Careers that Change Lives
Engineers create our market-leading portfolio of innovations. Combine the best of your experience with training and mentorship to move forward. If you want a challenging, energizing, rewarding career that changes lives, join us. Help us bring the next generation of life-changing medical technology to patients worldwide.

A Day in the Life
We are looking for an enthusiastic individual with strong analytical skills to join our algorithm development and data analytics team at Medtronic Diabetes (Northridge, CA). The position involves the support of research and development of medical devices related to continuous glucose monitors. The individual will work with members of research staff to improve the performance of continuous glucose sensors through the application of machine learning, analytics, signal processing and mathematical modeling and experimentation. The role will involve all aspects of the research process, including data processing, analysis, theory development and validation.",10000+ Employees,1949,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD)
